Country,player_id,player_name,Kicker_Foot,Kicker_Side,Goalie_Side,Outcome,goalkeeper_name,goalkeeper_id,Home_Goals,Away_Goals,Minute,Team_Type
Italy,146.0,Cristiano Ronaldo,R,R,L,1,Antonio Mirante,93.0,1,0,44,A
Italy,147.0,Franck Kessié,R,L,R,1,Alex Cordaz,94.0,0,0,45,A
Italy,114.0,Domenico Berardi,L,C,R,1,Jeroen Zoet,91.0,1,1,64,A
Italy,148.0,Fabio Quagliarella,R,L,C,1,Bartlomiej Dragowski,81.0,0,0,42,A
Italy,149.0,Simy,R,L,R,1,Andrea Consigli,66.0,1,0,49,A
Italy,129.0,Francesco Caputo,R,R,R,1,Alex Cordaz,94.0,1,1,58,H
Italy,150.0,Lorenzo Insigne,R,L,R,1,Gianluigi Buffon,95.0,2,0,90,A
Italy,140.0,Andrea Belotti,R,L,R,1,Alessio Cragno,96.0,0,0,4,H
Italy,149.0,Simy,R,R,L,1,Gianluigi Buffon,95.0,0,0,12,H
Italy,145.0,Jordan Veretout,R,L,R,1,Lorenzo Montipò,88.0,2,2,69,H
Italy,145.0,Jordan Veretout,R,L,L,1,Ciprian Tătărușanu,80.0,2,1,71,A
Italy,128.0,Zlatan Ibrahimović,R,L,R,1,Antonio Mirante,93.0,2,2,79,H
Italy,151.0,Duván Zapata,R,R,L,1,Emil Audero,70.0,0,2,80,H
Italy,152.0,Juraj Kucka,R,R,L,1,Ivan Provedel,92.0,1,2,90,H
Italy,140.0,Andrea Belotti,R,C,L,1,Pepe Reina,97.0,1,1,24,H
Italy,153.0,Rodrigo De Paul,R,L,L,1,Gianluigi Donnarumma,98.0,0,1,48,H
Italy,154.0,Manuel Locatelli,R,L,R,1,David Ospina,99.0,0,0,59,A
Italy,146.0,Cristiano Ronaldo,R,C,R,1,Ivan Provedel,92.0,1,3,76,A
Italy,99.0,Ciro Immobile,R,L,R,1,Salvatore Sirigu,100.0,3,2,90,A
Italy,48.0,João Pedro,R,L,L,1,Emil Audero,70.0,0,0,48,H
Italy,155.0,Cristian Ansaldi,L,R,R,1,Samir Handanovič,83.0,0,1,62,A
Italy,125.0,Romelu Lukaku,L,R,L,1,Salvatore Sirigu,100.0,2,2,84,H
Italy,147.0,Franck Kessié,R,L,R,1,Bartlomiej Dragowski,81.0,1,0,28,H
Italy,156.0,Miguel Veloso,L,R,L,1,Pierluigi Gollini,101.0,0,0,62,A
Italy,99.0,Ciro Immobile,R,L,L,1,Juan Musso,79.0,0,3,74,H
Italy,95.0,M'Bala Nzola,R,L,R,1,Alessio Cragno,96.0,2,1,90,A
Italy,147.0,Franck Kessié,R,C,R,1,Emil Audero,70.0,0,0,45,A
Italy,114.0,Domenico Berardi,L,R,L,1,Lorenzo Montipò,88.0,0,0,8,H
Italy,146.0,Cristiano Ronaldo,R,L,R,1,Mattia Perin,69.0,1,1,78,A
Italy,146.0,Cristiano Ronaldo,R,L,R,1,Mattia Perin,69.0,1,2,89,A
Italy,94.0,Dušan Vlahović,L,L,R,1,Andrea Consigli,66.0,0,1,35,H
Italy,145.0,Jordan Veretout,R,R,R,1,Vanja Milinkovič-Savič,67.0,1,0,43,H
Italy,118.0,Mattia Zaccagni,R,L,R,1,Emil Audero,70.0,0,2,70,H
Italy,125.0,Romelu Lukaku,L,L,R,1,David Ospina,99.0,0,0,73,H
Italy,156.0,Miguel Veloso,L,R,L,1,Bartlomiej Dragowski,81.0,0,0,8,A
Italy,94.0,Dušan Vlahović,L,L,R,1,Marco Silvestri,64.0,0,1,19,H
Italy,149.0,Simy,R,R,R,1,Emil Audero,70.0,2,0,45,A
Italy,125.0,Romelu Lukaku,L,R,L,1,Ivan Provedel,92.0,1,0,71,H
Italy,157.0,Marco Sal,R,R,L,1,Mattia Perin,69.0,1,0,89,H
Italy,111.0,Hakan Çalhanoğlu,R,R,L,1,Pepe Reina,97.0,1,0,17,H
Italy,105.0,Luis Muriel,R,L,R,1,Angelo da Costa,102.0,0,0,22,A
Italy,158.0,Domenico Criscito,L,L,L,1,Ivan Provedel,92.0,1,1,73,A
Italy,48.0,João Pedro,R,L,L,1,Antonio Mirante,93.0,3,1,90,A
Italy,147.0,Franck Kessié,R,L,R,1,Lorenzo Montipò,88.0,0,0,15,A
Italy,99.0,Ciro Immobile,R,R,L,1,Mattia Perin,69.0,0,0,15,A
Italy,159.0,Vladimir Golemić,R,R,R,1,Samir Handanovič,83.0,2,1,36,A
Italy,150.0,Lorenzo Insigne,R,L,L,1,Alessio Cragno,96.0,1,3,86,A
Italy,160.0,Antonio Candreva,R,L,R,1,Samir Handanovič,83.0,0,0,23,H
Italy,161.0,Henrikh Mkhitaryan,R,L,L,1,Alex Cordaz,94.0,0,2,35,A
Italy,95.0,M'Bala Nzola,L,R,L,1,David Ospina,99.0,1,0,68,A
Italy,94.0,Dušan Vlahović,L,R,R,1,Thomas Strakosha,103.0,2,0,88,A
Italy,150.0,Lorenzo Insigne,R,L,L,1,Juan Musso,79.0,0,0,15,A
Italy,147.0,Franck Kessié,R,R,L,1,Salvatore Sirigu,100.0,1,0,36,H
Italy,95.0,M'Bala Nzola,L,R,L,1,Emil Audero,70.0,1,1,61,H
Italy,128.0,Zlatan Ibrahimović,R,L,R,1,Alessio Cragno,96.0,0,0,7,A
Italy,122.0,Riccardo Orsolini,L,R,L,1,Marco Silvestri,64.0,0,0,18,H
Italy,160.0,Antonio Candreva,R,C,L,1,Juan Musso,79.0,0,1,67,H
Italy,150.0,Lorenzo Insigne,R,R,R,1,Bartlomiej Dragowski,81.0,4,0,72,H
Italy,162.0,Filip Djuričić,R,R,L,1,Luigi Sepe,68.0,0,1,90,H
Italy,163.0,Nicolas Viola,L,R,L,1,Salvatore Sirigu,100.0,0,0,31,H
Italy,164.0,Josip Iličić,L,R,R,1,Gianluigi Donnarumma,98.0,0,1,53,A
Italy,153.0,Rodrigo De Paul,R,L,R,1,Ivan Provedel,92.0,0,0,52,A
Italy,147.0,Franck Kessié,R,R,C,1,Lukasz Skorupski,75.0,0,1,55,A
Italy,152.0,Juraj Kucka,R,L,L,1,Marco Silvestri,64.0,0,0,8,A
Italy,125.0,Romelu Lukaku,L,L,R,1,Pepe Reina,97.0,0,0,22,H
Italy,145.0,Jordan Veretout,R,R,L,1,Juan Musso,79.0,1,0,25,H
Italy,150.0,Lorenzo Insigne,R,L,R,1,Wojciech Szczesny,87.0,0,0,31,H
Italy,129.0,Francesco Caputo,R,L,L,1,Alex Cordaz,94.0,1,1,49,A
Italy,152.0,Juraj Kucka,R,L,L,1,Juan Musso,79.0,1,0,32,H
Italy,147.0,Franck Kessié,R,R,R,1,Pau López,104.0,0,0,42,A
Italy,48.0,João Pedro,R,L,L,1,Alex Cordaz,94.0,0,1,60,A
Italy,114.0,Domenico Berardi,L,C,R,1,Alex Meret,76.0,1,1,45,H
Italy,150.0,Lorenzo Insigne,R,L,R,1,Andrea Consigli,66.0,2,2,90,A
Italy,129.0,Francesco Caputo,R,R,R,1,Alex Meret,76.0,2,3,90,H
Italy,147.0,Franck Kessié,R,R,L,1,Juan Musso,79.0,0,1,90,H
Italy,149.0,Simy,R,L,R,1,Salvatore Sirigu,100.0,0,0,27,H
Italy,152.0,Juraj Kucka,R,L,L,1,Bartlomiej Dragowski,81.0,1,0,32,A
Italy,165.0,Álvaro Morata,R,R,R,1,Pepe Reina,97.0,2,1,60,H
Italy,146.0,Cristiano Ronaldo,R,L,L,1,Alessio Cragno,96.0,0,1,25,A
Italy,153.0,Rodrigo De Paul,R,C,R,1,Mattia Perin,69.0,1,0,30,A
Italy,149.0,Simy,R,L,R,1,Pepe Reina,97.0,2,1,50,A
Italy,166.0,Hernani,R,R,L,1,Pau López,104.0,1,0,55,H
Italy,125.0,Romelu Lukaku,L,R,L,1,Salvatore Sirigu,100.0,0,0,62,A
Italy,167.0,Ruslan Malinovskyi,L,L,R,1,Marco Silvestri,64.0,0,0,33,A
Italy,149.0,Simy,R,R,L,1,Lukasz Skorupski,75.0,1,0,40,H
Italy,106.0,Lorenzo Pellegrini,R,L,R,1,Andrea Consigli,66.0,0,0,26,A
Italy,168.0,Felipe Caicedo,L,L,R,1,Jeroen Zoet,91.0,1,1,88,H
Italy,140.0,Andrea Belotti,R,C,R,1,Juan Musso,79.0,0,0,61,A
Italy,164.0,Josip Iličić,L,C,R,1,Bartlomiej Dragowski,81.0,2,2,70,A
Italy,122.0,Riccardo Orsolini,L,L,L,1,Ivan Provedel,92.0,0,0,12,H
Italy,169.0,Joaquín Correa,R,R,L,1,Lorenzo Montipò,88.0,2,0,36,H
Italy,114.0,Domenico Berardi,L,L,L,1,Bartlomiej Dragowski,81.0,0,1,59,H
Italy,163.0,Nicolas Viola,L,R,L,1,Pepe Reina,97.0,4,1,62,A
Italy,114.0,Domenico Berardi,L,L,R,1,Bartlomiej Dragowski,81.0,1,1,62,H
Italy,149.0,Simy,R,C,L,1,Juan Musso,79.0,0,1,68,H
Italy,170.0,Manolo Gabbiadini,L,L,R,1,Marco Silvestri,64.0,1,1,73,H
Italy,163.0,Nicolas Viola,L,L,R,1,Mattia Perin,69.0,0,0,5,A
Italy,150.0,Lorenzo Insigne,R,L,R,1,Pepe Reina,97.0,0,0,7,H
Italy,94.0,Dušan Vlahović,L,L,L,1,Marco Silvestri,64.0,0,0,45,A
Italy,48.0,João Pedro,R,L,L,1,Juan Musso,79.0,0,0,55,A
Italy,94.0,Dušan Vlahović,L,C,R,1,Wojciech Szczesny,87.0,0,0,29,H
Italy,163.0,Nicolas Viola,L,L,R,1,Juan Musso,79.0,0,2,34,H
Italy,105.0,Luis Muriel,R,R,C,1,Lukasz Skorupski,75.0,1,0,44,H
Italy,149.0,Simy,R,L,R,1,Simone Colombi,105.0,3,3,69,A
Italy,94.0,Dušan Vlahović,L,R,R,1,Lukasz Skorupski,75.0,0,0,21,A
Italy,99.0,Ciro Immobile,R,L,R,1,Mattia Perin,69.0,1,0,43,H
Italy,114.0,Domenico Berardi,L,R,C,1,Pierluigi Gollini,101.0,0,1,52,H
Italy,171.0,Gianluca Scamacca,R,C,L,1,Pepe Reina,97.0,4,1,80,A
Italy,146.0,Cristiano Ronaldo,R,L,L,1,Simone Scuffet,106.0,1,0,83,A
Italy,107.0,Lautaro Martínez,R,R,R,1,Emil Audero,70.0,4,1,70,H
Italy,122.0,Riccardo Orsolini,L,R,R,1,Juan Musso,79.0,1,0,82,A
Italy,147.0,Franck Kessié,R,R,L,1,Salvatore Sirigu,100.0,0,1,26,A
Italy,171.0,Gianluca Scamacca,R,R,L,1,Federico Ravaglia,107.0,0,1,61,A
Italy,154.0,Manuel Locatelli,R,R,L,1,Luigi Sepe,68.0,0,0,25,A
Italy,125.0,Romelu Lukaku,L,L,R,1,Wojciech Szczesny,87.0,1,0,38,A
Italy,95.0,M'Bala Nzola,L,R,L,1,Salvatore Sirigu,100.0,1,0,41,H
Italy,140.0,Andrea Belotti,R,R,L,1,Jeroen Zoet,91.0,2,0,54,A
Italy,172.0,Goran Pandev,L,R,L,1,Pierluigi Gollini,101.0,1,4,67,H
Italy,173.0,Juan Cuadrado,R,L,C,1,Samir Handanovič,83.0,2,2,88,H
Italy,148.0,Fabio Quagliarella,R,R,L,1,Juan Musso,79.0,0,0,88,A
Italy,147.0,Franck Kessié,R,L,C,1,Pierluigi Gollini,101.0,0,0,43,A
Italy,107.0,Lautaro Martínez,R,L,L,1,Juan Musso,79.0,2,0,55,H
Italy,114.0,Domenico Berardi,L,R,L,1,Thomas Strakosha,103.0,1,0,78,H
Italy,142.0,Roberto Pereyra,L,L,R,1,Samir Handanovič,83.0,5,0,79,A
Italy,147.0,Franck Kessié,R,R,L,1,Pierluigi Gollini,101.0,0,1,90,A
Italy,128.0,Zlatan Ibrahimović,R,L,L,0,Samir Handanovič,83.0,0,0,13,A
Italy,174.0,Gianluca Lapadula,R,L,L,0,Antonio Mirante,93.0,2,1,55,A
Italy,148.0,Fabio Quagliarella,R,L,L,0,Marco Sportiello,86.0,0,1,45,A
Italy,128.0,Zlatan Ibrahimović,R,L,L,0,Marco Silvestri,64.0,1,2,66,H
Italy,147.0,Franck Kessié,R,R,R,0,Bartlomiej Dragowski,81.0,2,0,38,H
Italy,146.0,Cristiano Ronaldo,R,R,R,0,Pierluigi Gollini,101.0,1,1,61,H
Italy,175.0,Musa Barrow,R,R,R,0,Ivan Provedel,92.0,2,2,90,A
Italy,99.0,Ciro Immobile,R,L,L,0,Gianluigi Donnarumma,98.0,2,0,27,A
Italy,117.0,Gianluca Caprari,R,L,R,0,Gianluigi Donnarumma,98.0,0,2,61,H
Italy,176.0,Alexis Sánchez,R,L,L,0,Emil Audero,70.0,0,0,12,A
Italy,48.0,João Pedro,R,R,R,0,Bartlomiej Dragowski,81.0,0,0,37,A
Italy,128.0,Zlatan Ibrahimović,R,L,L,0,Lukasz Skorupski,75.0,0,1,26,A
Italy,140.0,Andrea Belotti,R,L,L,0,Pierluigi Gollini,101.0,3,0,42,A
Italy,99.0,Ciro Immobile,R,R,R,0,Lukasz Skorupski,75.0,0,0,17,A
Italy,99.0,Ciro Immobile,R,L,L,0,Salvatore Sirigu,100.0,0,0,84,H
Italy,177.0,Andrey Galabinov,R,R,R,0,Wojciech Szczesny,87.0,3,0,90,A
Italy,99.0,Ciro Immobile,R,L,L,0,Lorenzo Montipò,88.0,4,1,55,H
Italy,178.0,Edin Džeko,R,R,R,0,Emil Audero,70.0,2,0,71,A
Italy,105.0,Luis Muriel,R,C,L,0,Andrea Consigli,66.0,1,1,77,A
Italy,147.0,Franck Kessié,R,R,R,0,Wojciech Szczesny,87.0,0,1,58,A
Italy,114.0,Domenico Berardi,L,R,R,0,Gianluigi Buffon,95.0,0,0,16,H
Italy,146.0,Cristiano Ronaldo,R,L,L,0,Samir Handanovič,83.0,1,0,24,H
Italy,150.0,Lorenzo Insigne,R,L,L,0,Pietro Terracciano,74.0,0,0,56,A
Portugal,9.0,Ángel Di María,L,L,L,0,Hugo Souza,108.0,0,0,26,H
Portugal,179.0,Fellipe Cardoso,R,R,R,0,Trublin,109.0,1,0,54,A
Portugal,31.0,Samu,L,L,L,0,Luiz Júnior,110.0,0,0,49,H
Portugal,180.0,Cristo,R,R,R,0,João Gonçalves,111.0,0,0,24,H
